repo,issue_link,issue_id,post,question,answer
saltstack/salt,https://github.com/saltstack/salt/issues/42217,saltstack_salt_issues_42217,"boto_elb execution module does not work using profiles with salt gpg encrypted pillar data

### Description of Issue/Question The example given in https://docs.saltstack.com/en/latest/ref/modules/all/salt.modules.boto_elb.html shows that you can setup a profile in pillar. This works except not when using saltgpg encrypted secrets. This looks to possibly be an issue with the default renderer being overwritten, thus gpg encrypted data is not being rendered properly? ### Setup Setup a profile for boto_elb in pillar using encrypted pillar data described https://docs.saltstack.com/en/latest/ref/renderers/all/salt.renderers.gpg.html ### Steps to Reproduce Issue Execute the boto_elb.list_elbs using the profile created and nothing is returned. I believe an authorization is denied on AWS. ### Versions Report salt --versions-report Salt Version: Salt: 2016.11.5 Dependency Versions: cffi: Not Installed cherrypy: Not Installed dateutil: 2.6.0 docker-py: Not Installed gitdb: 0.5.4 gitpython: 0.3.2 RC1 ioflo: Not Installed Jinja2: 2.7.2 libgit2: Not Installed libnacl: Not Installed M2Crypto: Not Installed Mako: 0.9.1 msgpack-pure: Not Installed msgpack-python: 0.4.6 mysql-python: 1.2.3 pycparser: Not Installed pycrypto: 2.6.1 pycryptodome: Not Installed pygit2: Not Installed Python: 2.7.6 (default, Oct 26 2016, 20:30:19) python-gnupg: 0.3.6 PyYAML: 3.10 PyZMQ: 14.4.0 RAET: Not Installed smmap: 0.8.2 timelib: Not Installed Tornado: 4.2.1 ZMQ: 4.0.4 System Versions: dist: Ubuntu 14.04 trusty machine: x86_64 release: 3.13.0-65-generic system: Linux version: Ubuntu 14.04 trusty","Do you see the pillar data when you run `salt '*' pillar.get 'key'`? Can you provide an example of the pillar with the gpg key? Thanks, Daniel",Running salt '*' pillar.get 'key' does return the correct secret as I would expect. Which leads me to believe that the boto_elb execution module does not render the pillar in the same way that the pillar execution module does. I can't provide an example of the pillar without sending my password. However creating any valid credential to AWS should be able to reproduce this issue. For example in your pillar if you had a keyid=GKTADJGHEIQSXMKKRBJ08H and key=askdjghsdfjkghWupUjasdflkdfklgjsdfjajkghs this would work. 
saltstack/salt,https://github.com/saltstack/salt/issues/31729,saltstack_salt_issues_31729,"Creating VM with salt-cloud fails for provider Exoscale (Cloudstack)

### Description of Issue/Question When trying to create a VM with `salt-cloud -p micro_exo test_vm -l debug` the creation fails with this: ",Can you verify that you have configured the cloud provider correctly otherwise if possible?,"@jfindlay The configuration seems to be correct… as far as I can tell. I can query locations, images and sizes. Applying the hack allows me to create the VM. Provisioning seems to work too, since the VM is showing up as Salt minion. I can also query the running VMs. Let me know if you need more information. "
saltstack/salt,https://github.com/saltstack/salt/issues/43267,saltstack_salt_issues_43267,"OSError - Can't delete PIDfile when not root

### Description of Issue/Question Stopping the `salt-master` with privilege dropping enabled shows a `OSError: [Errno 13] Permission denied` for the PIDfile in the logs. So the `salt-master` ist not able to remove the PID file from `/var/run`. ### Setup SaltStack 2016.11.4 on openSUSE Leap 42.3. Same applies to at least SLES12 SP2. ### Steps to Reproduce Issue 1. Configure Salt to run e.g. as user `salt`. 2. Start `salt-master` 3. Stop `salt-master` We are now seeing this in the log:  During start-up `salt-master` is creating the PIDfile with root privileges in `/var/run`. Since privileges where dropped to the user `salt`, we are no longer able to remove the PIDfile from `/var/run`, since `/var/run` does not permit this. This happens regardless of the permissions for the PIDfile. ### Versions Report Tested with SaltStack 2016.11.4. But I see the same code in develop.",Doesn't `verify_env` take care of this already(stopped working?)?,@Ch3LL This is a very good workaround! Thanks! @s0undt3ch Salt already sets the permissions and ownership for the PIDfile. But we can't change the permission for `/var/run` or `/run` which prevent the deletion for non-root users. Changing the permissions would have security implications. So I think there is really nothing Salt can do about this as long as the PIDfile is in the run-folder itself.
saltstack/salt,https://github.com/saltstack/salt/issues/51764,saltstack_salt_issues_51764,"Presence detection for minions behind NAT not working

### Description of Issue/Question Presence detection for minions behind a NAT is not working. In [minions.py](https://github.com/saltstack/salt/blob/develop/salt/utils/minions.py#L666) we fetch all of the IPv4 addresses of the minions. For `minion1` this will be the IP address the master can see. But for `minion2` this will be the address the minion gets behind the NAT. Then those [addresses are compared](https://github.com/saltstack/salt/blob/develop/salt/utils/minions.py#L667) to the addresses the master can [see](https://github.com/saltstack/salt/blob/develop/salt/utils/minions.py#L643) from the minions, which will be the address of the NAT for `minion2`. I'm not sure how to address this. Any hints welcome! ### Setup `minion1` is directly connected to the master. `minion2` is behind a NAT. ### Steps to Reproduce Issue Let both minions connect and fire a `salt-run manage.alived`. Then you will see this:  But since this was introduced in `2015.8.0`, this should be faulty all the way down.",Should `manage.alive(d?)` not just operate roughly like `test.version` (or `test.ping`) where it asks the minion to report back that it's alive?,"@waynew No, `alived` is different in that regard. A `test.ping` puts some amount of pressure on the system/network if the installation is really big. So having something that works in a passive way (which `alived` does) is preferred in this case."
saltstack/salt,https://github.com/saltstack/salt/issues/32081,saltstack_salt_issues_32081,"saltstack and supervisord not restarting my apps.

### Description of Issue/Question running `salt '*' state.highstate` does not restart my processes. Every time I run a highstate, my latest code from git gets pulled, built and turned into binaries. I have, in my init.sls a command to copy the new super-app.conf (in case anything changes, normally it does not) into my /etc/supervisord/conf.d/ dir. When I run highstate, I noticed by going ""salt '*' supervisord.status"" that my app did not get restarted, from looking at the time stamp that it returns. This is really important to me, as I need the latest binary to be running. ### Setup ",Can you verify that the service restarts if you do that part manually? Will you also post the minion debug log when these states run?,"@jfindlay when I do it manually, it does restart. Here is the log, the bits that pertain to supervisor: http://ix.io/v3l/#n-LINENO"
saltstack/salt,https://github.com/saltstack/salt/issues/34331,saltstack_salt_issues_34331,"Huge confusion reading states requirements doc

### Description of Issue/Question As I'm currently banging my head against the wall reading and trying to understand the ""Requisites"" doc, I'm there to ask some help :) Reading [this doc](https://docs.saltstack.com/en/latest/ref/states/requisites.html), Salt currently provides 13 different requirement/altering directives that sounds very similar: - require - require_in - watch - watch_in - prereq - prereq_in - use - use_in - onchanges - onchanses_in - listen - listen_in - check_cmd After having read (and re-read, and re-re-re-re-read) the doc, I'm still lost between those directives. Some of them seems to be covering others (but not sure of this)... Also, some parts of the doc are repeating and some are just unclear (see [the ""onchanges"" section](https://docs.saltstack.com/en/latest/ref/states/requisites.html#onchanges)). In my case, I simply wanted to say:  and ran a salt-call state.apply. The result is that checkout-state ran but deploy-state didn't fire. As you can see, I'm a bit lost with those directives. As I'm fairly new to Salt (started to use it some months ago), I'm surely going wrong by doing bad things but I still think that the doc could be better written. Thanks for reading (and don't stop making Salt amazing as it already is) :+1:",Does using cmd.run with onchanges work? If it doesn't would you mind sharing your entire sanitized sls file so I can try to replicate this behavior.,"Oh yes, you're totally right on using cmd.run with onchanges instead of cmd.wait, thanks for the quick and good reply. You can close this report I think."
saltstack/salt,https://github.com/saltstack/salt/issues/32121,saltstack_salt_issues_32121,"unmet dependency: #include <git2.h>

### Description I just installed salt-master-2015.8.7-228.4.x86_64 on my openSUSE Leap 42.1 host and try to start it: `# salt-master -d` `'/usr/lib64/python2.7/site-packages/pygit2/__pycache__/pygit2_cffi_ccb73b72x5470904.c:208:18: fatal error: git2.h: No such file or directory` `#include <git2.h>` `^` `compilation terminated.` `Traceback (most recent call last):` `File ""/usr/bin/salt-master"", line 22, in <module>` `salt_master()` `File ""/usr/lib/python2.7/site-packages/salt/scripts.py"", line 47, in salt_master` `master.start()` ... `File ""/usr/lib64/python2.7/site-packages/cffi/ffiplatform.py"", line 60, in _build` `raise VerificationError('%s: %s' % (e.__class__.__name__, e))` `cffi.ffiplatform.VerificationError: CompileError: command 'gcc' failed with exit status 1` ### Setup I did not configure anything, as https://docs.saltstack.com/en/latest/ref/configuration/index.html states. ### Steps to Reproduce Issue See above ### Versions Report (Provided by running `salt --versions-report`.) This command also terminates with the same missing file. The package salt-master has been installed from repo.saltstack.com, the package python-pygit2 is from the Leap main repo. Which package am I missing to provide the missing file git2.h? Choosing the slightly older versions from the obs:systemsmanagement:saltstack repo does not change a bit, salt-master terminates with the same message.",How did you install salt?,"Sorry for the delay, but we have holidays in Germany :). I installed via `zypper in salt salt-master` from the devel:languages:python repository in openSUSE's BuildSystem. The same thing I did at home, and here everything runs fine. ""locate git2.h"" shows no file here, no wonder I have none in my office... In my first text I said that salt-master has been installed from repo.saltstack.com, but I undid this installation, and changed to the source at http://download.opensuse.org/repositories/devel:/languages:/python/openSUSE_Leap_42.1. But the error persists. I'll try salt-2015.8.7-13.1.x86_64 from the Leap distro repo next."
saltstack/salt,https://github.com/saltstack/salt/issues/32205,saltstack_salt_issues_32205,"Salt client api run_job  raise ""Salt request timed out. The master is not responding"" , but  successful executed at the salt minoin

### Description of Issue/Question HI， I get a probleam. use salt api make some test like this.`salt.client.run_job(tgt='123123',fun='cmd.run_all',arg=[touch /test/1/1])` run_job raise ""Salt request timed out. The master is not responding. If this error persists after verifying the master is up, worker_threads may need to be increased"", but successful executed at the salt minoin. I have 2 master and 16 minions. I have 50 python rq process execute salt client api I request 14000 times. the probleam above i get 2. master: 8 cpu , 48G mem . ### Setup master.conf ",What happens when you run `salt 123123 cmd.run_all 'touch /test/1/1'` from the master?,"YES, run this 14000 times and it only failed 2 times。 first, command or api, most of which are perfect. when i run `salt.client.run_job(tgt='123123',fun='cmd.run_all',arg=[touch /test/1/1])` about 2 failed info: The master side raise `""Salt request timed out. The master is not responding. If this error persists after verifying the master is up, worker_threads may need to be increased""` The minion side `touch /test/1/1 successful` master told me failed , but successful executed at minoin. 14000 times and it only failed 2 times, Thank you for your help。"
saltstack/salt,https://github.com/saltstack/salt/issues/48402,saltstack_salt_issues_48402,"Running SaltStack master with no init system repeatedly logs ""could not determine init system ""

### Description of Issue/Question The info log of our salt master process are full of `Could not determine init system from command line: (/bin/bash /usr/local/bin/docker_entrypoint.sh run_saltmaster)` due to us running the salt-master process via su-exec, ie. without an init system. I am aware of https://github.com/saltstack/salt/issues/46805 however it would be good if you could turn off salts attempts to get the init and put it in the grain system maybe? ### Setup A setup that does not use one of the init systems salt expects. ### Steps to Reproduce Issue Fire up salt master with the above ### Versions Report ",Does that resolve your use case?,"Thanks for following up, we have tried that, but would really like the info level - If this was a lower level then could understand it, but according to https://docs.saltstack.com/en/latest/ref/configuration/logging/index.html#log-levels info is ""Normal log information"" which seems good, its just this persistent line! As you say looks like it's from https://github.com/saltstack/salt/blob/fbbafc8de4d977a049ee0e33ea2862de379cbd88/salt/grains/core.py#L1663 - is there a way to custom set the init grain? I'm not quite sure why its being called on the master?"
saltstack/salt,https://github.com/saltstack/salt/issues/32773,saltstack_salt_issues_32773,"module syslog_ng not verifying changes

### Description of Issue/Question the syslog_ng module in it's current state is not really useful for me as it does change something on the system every time I run the state. The module should first check the current situation and only in case of a change run something against the target system. Maybe the original developer of the module can say something about it: @ihrwein ### Setup My sls file contains the following: ",Would you mind opening another issue for the file parameter?,@jfindlay here we go with the other issue: #32795
saltstack/salt,https://github.com/saltstack/salt/issues/40044,saltstack_salt_issues_40044,"grains containing wrong values with ""Invalid entry lenght""

### Description of Issue/Question I have an Acer Veriton N4620G computer that I manage with salt and I end up having wrong information available via grain:  so there seems to be an issue parsing that specific data which then leads to the error message ""Invalid entry length (16). Fixed up to 11."". ### Versions Report salt-master 2016.11.2 (Carbon) salt-minion 2016.11.2 (Carbon)","Can you provide the full `--versions-report` so that I can try and replicate this issue? Also the output of `dmidecode -t 1`? Thanks, Daniel",here we go @gtmanfred: salt-master:  so it really seems to be an issue with dmidecode rather than salt as such. but maybe we can improve the parser in a way that it either ignores such kind of error messages or maybe if applicable just returns the first line of the value. what do you think about this approach?
saltstack/salt,https://github.com/saltstack/salt/issues/52017,saltstack_salt_issues_52017,"2019.2.0 TypeError chugid_and_umask() takes exactly 2 arguments (3 given)

### Description of Issue/Question Running a highstate from a salt-master against a salt-minion on Debian 9 with 2019.2.0 resulting in an error. The minion log contains the following traceback: ",Can you provide the state file that you're attempting to run in a highstate? Thanks!,@garethgreenaway it seems to be any cron.present state that is not working. 
saltstack/salt,https://github.com/saltstack/salt/issues/32250,saltstack_salt_issues_32250,"Cannot run salt-minion as unprivileged user using 'user' directive

I'm unable to use the 'user' configuration directive to run salt-minion as an unprivileged user. This is with salt-2015.8.8.2 and CentOS 7.2. A root-owned process is started by systemd. That process appears to attempt to start a child running as the unprivileged user but that process never remains running. Nothing is logged from the 'failing' child processes. File permissions are correct. I can su as the user (or set the user via systemd) and successfully run salt-minion that way. Here's the end of an strace on the 'root' process (pid 24963):  The root process remains running and periodically tries to start new children which continue to fail.",Do you have write permission to /var/run/salt? I can't seem to reproduce this.,"The PR fixes the original problem, thanks. But now I can't stop the salt-minion process via systemd. Only the 'root' process is stopped, the process running as my 'salt-minion' user remains running."
saltstack/salt,https://github.com/saltstack/salt/issues/36048,saltstack_salt_issues_36048,"pygit2 does not support detecting stale refs for authenticated remotes

### Description of Issue/Question 1. gitfs has not pull the remote ,i would know the laster commit to ensure is same the repo ",Does that fix the issue?,I'm place /etc/profile.d/git2.sh to export git path 
saltstack/salt,https://github.com/saltstack/salt/issues/32327,saltstack_salt_issues_32327,"salt-minion fails to start on Windows

### Description of Issue/Question On one of our virtual Windows servers, the salt-minion fails to start. The reason is that the following line fails to calculate the total amount of physical memory available: https://github.com/saltstack/salt/blob/develop/salt/grains/core.py#L416 On this particular machine, one of the objects returned from wmi lacks the `Capacity` property:  Note that summing the valid values from calling WMI doesn't add up to the value returned by `GlobalMemoryStatus`, which matches the amount of physical memory actual available on that machine. I don't know enough WMI or running windows in virtual environments to know why one of the entries returned doesn't report any capacity, or if that is even valid. This particular machine has had no other problems though. I'd suggest changing `_memdata` to use `win32api.GlobalMemoryStatus()` instead, as this uses the Win32 API directly unless there are other differences between WMI and the Win32 API that makes this unfeasable. The salt-minion has version 2015.8.8",What version of Windows are you seeing this one?,I'm seeing this on a Windows Server 2012 Standard running on a virtual machine.
saltstack/salt,https://github.com/saltstack/salt/issues/32514,saltstack_salt_issues_32514,"[question] state wrapper

I have multiple formulas that install custom software. Most of them need to download files/artifacts before installing. I want these formulas to be unaware of the method is used to download something. By default all my formulas get required files from nexus/artifactory an I use `artifactory.downloaded` state. But for failover reasons I want to have several download methods (wget from custom URL or transfer from master... or maybe something else), and I want to add custom download methods without editing all formulas. So the main idea to have ""wrapper""-sate or ""wrapper-formula that can be used by others. example of usege in my formula:  and `do_download_magic` must decide how to get required file based on logic hidden inside. The question is - what is the best ""salt-way"" to do that? Can I call another formula from inside my formula and pass arbitrary dict(that describes what should be downloaded) as parameter?","Does this do what you need, or can it be updated for your use case?",Thanks for the answer. That helped me to find the solution I will write a state that has a switch inside 
saltstack/salt,https://github.com/saltstack/salt/issues/42568,saltstack_salt_issues_42568,"Orchestration runner doesn't populate __pillar__ based on pillarenv

I'm using a custom state module in orchestration that uses `__pillar__`: `pools = __pillar__['autobld']['san']['pool_cus']` When I run my orchestration, I specify the pillarenv: and get ""KeyError: 'autobld'"". However I know it is there and accessible, because if I replace the above line with this one it works: `pools = __salt__['pillar.get']('autobld:san:pool_cus', saltenv='autobld')` Is the `__pillar__` dict supposed to get populated based on the pillarenv you pass to state.orch, or should I just be using the ""pillar.get"" call and passing the env in to my custom state? I'll be glad to provide any other information about my setup that may help.","Can you provide the versionreport like the template for new issues requested? There are a couple of known issues that are going to be fixed in newer versions. Thanks, Daniel","Sure, sorry about that, I knew I forgot something! ------------------------------------------------------- Salt Version: Salt: 2016.11.6 Dependency Versions: cffi: 1.10.0 cherrypy: unknown dateutil: 2.6.1 docker-py: Not Installed gitdb: 2.0.2 gitpython: 2.1.5 ioflo: Not Installed Jinja2: 2.9.6 libgit2: Not Installed libnacl: 1.5.1 M2Crypto: Not Installed Mako: Not Installed msgpack-pure: Not Installed msgpack-python: 0.4.8 mysql-python: Not Installed pycparser: 2.18 pycrypto: 2.6.1 pycryptodome: Not Installed pygit2: Not Installed Python: 2.7.11 (default, Jul 17 2017, 21:29:29) python-gnupg: Not Installed PyYAML: 3.12 PyZMQ: 16.0.2 RAET: Not Installed smmap: 2.0.3 timelib: 0.2.4 Tornado: 4.5.1 ZMQ: 4.1.6 System Versions: dist: redhat 7.2 Maipo machine: x86_64 release: 4.1.12-61.1.16.el7uek.x86_64 system: Linux version: Red Hat Enterprise Linux Server 7.2 Maipo"
saltstack/salt,https://github.com/saltstack/salt/issues/55692,saltstack_salt_issues_55692,"docker.image_present fails on state.pkg call when building with SLS

### Description of Issue During a run of docker.image_present using the ""sls"" option to build from another SLS file, it fails when calling ""state.pkg"" on the file ""salt_state.tgz"". ### Setup SLS files (this is just a contrived example for demonstration) sls_build/init.sls  I can provide full debug output if needed. ### Versions Report Salt Version: Salt: 2019.2.2 Dependency Versions: cffi: 1.6.0 cherrypy: 17.4.2 dateutil: 2.8.1 docker-py: 4.1.0 gitdb: 2.0.6 gitpython: 2.1.14 ioflo: Not Installed Jinja2: 2.10.3 libgit2: Not Installed libnacl: Not Installed M2Crypto: 0.21.1 Mako: Not Installed msgpack-pure: Not Installed msgpack-python: 0.6.2 mysql-python: 1.2.5 pycparser: 2.14 pycrypto: 2.6.1 pycryptodome: Not Installed pygit2: Not Installed Python: 2.7.5 (default, Apr 9 2019, 16:02:27) python-gnupg: 0.4.5 PyYAML: 3.13 PyZMQ: 18.1.0 RAET: Not Installed smmap: 2.0.5 timelib: Not Installed Tornado: 5.1.1 ZMQ: 4.3.2 System Versions: dist: oracle 7.6 locale: UTF-8 machine: x86_64 release: 4.14.35-1844.4.5.2.el7uek.x86_64 system: Linux version: Oracle Linux Server 7.6",do you know if this was working previously?,"This is the first time I've tried it, so I don't know if it was working in previous versions."
saltstack/salt,https://github.com/saltstack/salt/issues/32390,saltstack_salt_issues_32390,"environ.setenv forces masterless minion into looking for master

### Description of Issue/Question I have a masterless configuration, running salt with Vagrant, deploying to a Windows server 2012 VM, running salt on a Mac OSX 10.10 host. When provisioning the VM, the provisioning process hangs when setting an environment variable, at the following output:  ### Steps to Reproduce Issue (Include debug logs if possible and relevant.) I run `vagrant provision` - but salt going to highstate is the same. I think this might be what causes the search for a master: https://github.com/saltstack/salt/blob/0ef623f6fae5d624abd5d335ccd0f8b0aab77845/salt/modules/environ.py#L187-L194 ### Versions Report (Provided by running `salt --versions-report`. Please also mention any differences in master/minion versions.) 2015.5.2 on Windows (masterless minion)",can you remark this line and try again? ie. `#master: localhost `,"Thanks for the idea. I tried that, and destroyed/recreated the vagrant VM, just in case. Same result - hung at "
saltstack/salt,https://github.com/saltstack/salt/issues/32591,saltstack_salt_issues_32591,"""RuntimeError: maximum recursion depth exceeded"" in salt/utils/lazy.py, using Salt-SSH

### Description of Issue/Question I got such traceback, calling such command `sudo salt-ssh -ldebug -w ""*some-expr*"" state.apply test=True pillarenv='my_env' saltenv='my_env'`:  When I remove `prepreq` - everyting runs normally. ### Versions Report `$sudo salt-ssh --versions-report` Salt Version: Salt: 2016.3.0rc2 Dependency Versions: Jinja2: 2.7.2 M2Crypto: 0.21.1 Mako: 0.9.1 PyYAML: 3.10 PyZMQ: 14.0.1 Python: 2.7.6 (default, Jun 22 2015, 17:58:13) RAET: Not Installed Tornado: 4.2.1 ZMQ: 4.0.4 cffi: Not Installed cherrypy: Not Installed dateutil: 2.4.2 gitdb: 0.5.4 gitpython: 0.3.2 RC1 ioflo: Not Installed libgit2: Not Installed libnacl: Not Installed msgpack-pure: Not Installed msgpack-python: 0.3.0 mysql-python: Not Installed pycparser: Not Installed pycrypto: 2.6.1 pygit2: Not Installed python-gnupg: Not Installed smmap: 0.8.2 timelib: Not Installed System Versions: dist: LinuxMint 17.3 rosa machine: x86_64 release: 3.19.0-32-generic system: Linux version: LinuxMint 17.3 rosa",Could you reduce this to a minimal test case?,"@cachedout I will, when I have free time."
saltstack/salt,https://github.com/saltstack/salt/issues/32578,saltstack_salt_issues_32578,"Master ignores root_dir config value on startup

### Description of Issue/Question Salt-master ignores `root_dir` and tries to access /var/cache directory. ### Setup I run salt-master from virtualenv on local machine using my regular user account. Directory structure looks like this: ","Does it work with `cachedir` set, then? I wouldn't expect it to otherwise, nor would I consider this a regression.",Setting `cachedir` to relative path `./var/cache/salt/master` doesn't work in `2015.8.8.2` and leads to the same exception. Setting `cachedir` to absolute path `/Users/user/salt/var/cache/salt/master` does work though. Why this isn't a regression? This comment in master config file says it should respect `root_dir`: 
saltstack/salt,https://github.com/saltstack/salt/issues/48434,saltstack_salt_issues_48434,"Crash while applying state to new minion with saltclass enabled

### Description of Issue/Question I have several bootstrap states which are applied to new minions using salt-ssh. These minions are not yet listed in any top file (i.e. they have no node description).  ### Versions Report Salt 2018.3.2 CC: @olivier-mauras",does this only occur when running state.sls commands with salt-ssh or any command? and ya if @olivier-mauras can comment here as well :),"It does not fail on `test.ping`, but fails on anything that accesses pillar (`state.sls`, `state.highstate`, `pillar.data`). UPD: to reproduce the crash you need to place an empty node file named `test` into `nodes/` dir."
saltstack/salt,https://github.com/saltstack/salt/issues/53340,saltstack_salt_issues_53340,"Windows pkg.list_pkgs and grain encoding issue

### Description of Issue ### `®` of death Somewhere deep in Salt an output of `pkg.list_pkgs` is not decoded properly and passed as a binary string (not unicode) This binary string gets stored in grain When Salt tries to read the grain, it expects it to be stored as unicode, and fails miserably while trying to decode it, because the characters are from CP437 ### Setup 1. Windows 10 2. Install the Intel driver (msi) https://downloadmirror.intel.com/28688/a08/WiFi_21.0.0_PROSet64.zip (link to the page: https://downloadcenter.intel.com/download/28688/Intel-PROSet-Wireless-Software-and-Drivers-for-IT-Admins) This also happens with MS Office localization package names that contain diacritics, but this Intel driver is the simplest way to reproduce the problem. ### Steps to Reproduce Issue 1. Apply the following state:  </details>",What are you trying to solve?,@damon-atkins I used Python 3.5.3 (see the attached versions-report) that is shipped with Salt 2018.3.4. I need this for state tracking and reporting purposes. What is not shown in the example is a custom event I send when the grain changes (using the `onchanges` requisite). Without a grain the event would be sent each time the state is run.
saltstack/salt,https://github.com/saltstack/salt/issues/53570,saltstack_salt_issues_53570,"Neon: name 'pip' is not defined

### Description of Issue I've been testing some stuff on Neon and got the following traceback:  </details>",What are the outputs of `pip2.7 --version` and `pip3.6 --version`?,"@Akm0d I think I was able to reproduce it on both versions of Python, that is why I posted mixed versions. Just did another test: `sudo salt minion1 state.apply teststate`: <details><summary>Minion log: ModuleNotFoundError: No module named 'pip'</summary>  </details> `pip` executable does not exist on both master and minion (probably wasn't installed by salt-bootstrap.sh): `bootstrap-salt.sh -P -x python3 -f -g https://github.com/saltstack/salt.git -F -c /tmp -k /tmp/minion-seed-keys -M -N git neon`"
saltstack/salt,https://github.com/saltstack/salt/issues/55848,saltstack_salt_issues_55848,"[Neon] Tracebacks in pkg.installed

The state succeeds, but there are a couple of tracebacks in the debug log triggered by the loader (this probably means that these unrelated modules should be fixed): `sudo salt-call state.single pkg.installed nginx -l debug`  </details>",Can you confirm @s0undt3ch that we do not indeed require psutil? if so we can just catch that importerror exception,I wonder what might be different in your setup in regard to `psutil`. I just tried to reproduce it on a clean Vagrant box (`bento/ubuntu-18.04`) and it happens reliably. Below is the bootstrap command I used: 
saltstack/salt,https://github.com/saltstack/salt/issues/33590,saltstack_salt_issues_33590,"ini_manage.options_absent: only works in test mode (TypeError: unhashable type: 'list')

<pre>cleanup_usbdlm_configuration: ini.options_absent: - name: {{ program_files }}\USBDLM\USBDLM.ini - sections: DriveLetters: - Letters</pre> Everything still looks okay when testing state: `salt salt-test state.apply test=True` <pre>---------- ID: cleanup_usbdlm_configuration Function: ini.options_absent Name: C:\Program Files\USBDLM\USBDLM.ini Result: True Comment: Key Letters in section DriveLetters does not exist. Started: 17:21:01.656000 Duration: 0.0 ms Changes: ----------</pre> ...but actually applying it no longer works: `salt salt-test state.apply` <pre>---------- ID: cleanup_usbdlm_configuration Function: ini.options_absent Name: C:\Program Files\USBDLM\USBDLM.ini Result: False Comment: An exception occurred in this state: Traceback (most recent call last): File ""C:\salt\bin\lib\site-packages\salt\state.py"", line 1703, in call **cdata['kwargs']) File ""C:\salt\bin\lib\site-packages\salt\loader.py"", line 1649, in wrapper return f(*args, **kwargs) File ""C:\salt\bin\lib\site-packages\salt\states\ini_manage.py"", line 113, in options_absent current_value = __salt__['ini.remove_option'](name, section, key) File ""C:\salt\bin\lib\site-packages\salt\modules\ini_manage.py"", line 124, in remove_option value = inifile.get(section, {}).pop(option, None) File ""C:\salt\bin\lib\collections.py"", line 143, in pop if key in self: TypeError: unhashable type: 'list' Started: 17:22:59.435000 Duration: 16.0 ms Changes: ----------</pre> This was working fine on 2015.8.8-2 and 2015.8.10, but seems to be broken after upgrade to 2016.3.0",Do you have a moment to give that a try and confirm this is fixed?,"@rallytime That fixes it for me, thank you. <pre>---------- ID: cleanup_usbdlm_configuration Function: ini.options_absent Name: C:\Program Files\USBDLM\USBDLM.ini Result: True Comment: No anomaly detected Started: 17:28:47.266000 Duration: 11.0 ms Changes: ----------</pre>"
saltstack/salt,https://github.com/saltstack/salt/issues/33667,saltstack_salt_issues_33667,"file.managed: incorrectly reports changes, in test mode, on Windows

Testing the following state on Windows incorrectly reports that the file contents will be changed, showing a diff indicating that all lines will be re-written. Testing the same state on Linux works as documented, returning no changes. Actually applying the state on Windows correctly returns no changes. <pre>{% if grains['os'] == 'Windows' %} {% set test_file = 'C:\\test.txt' %} {% else %} {% set test_file = '/test' %} {% endif %} diff_test: file.managed: - name: '{{ test_file }}' - contents: | This is line 1 This is line 2 This is line 3</pre> `salt linux-test state.apply test=True` <pre>linux-test: ---------- ID: diff_test Function: file.managed Name: /test Result: True Comment: The file /test is in the correct state Started: 13:09:21.163538 Duration: 25.031 ms Changes: Summary for linux-test ------------ Succeeded: 1 Failed: 0 ------------</pre> `salt windows-test state.apply test=True` <pre>windows-test: ---------- ID: diff_test Function: file.managed Name: C:\test.txt Result: None Comment: The file C:\test.txt is set to be changed Started: 13:10:10.079000 Duration: 47.0 ms Changes: ---------- diff: --- +++ @@ -1,3 +1,3 @@ -This is line 1 -This is line 2 -This is line 3+This is line 1 +This is line 2 +This is line 3 Summary for windows-test ------------ Succeeded: 1 (unchanged=1, changed=1) Failed: 0 ------------ Total states run: 1</pre> `salt windows-test state.apply` <pre>windows-test: ---------- ID: diff_test Function: file.managed Name: C:\test.txt Result: True Comment: File C:\test.txt is in the correct state Started: 13:12:37.169000 Duration: 32.0 ms Changes: Summary for windows-test ------------ Succeeded: 1 Failed: 0 ------------ Total states run: 1</pre>",Which version of salt are you seeing this behavior on?,"@Ch3LL Thanks for looking at this, I'm also using 2016.3.0."
