issueid,post,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,correct_question
embree_embree_issues_149,"Stream traversal inconsistent results
I am trying to implement Embree in a production renderer. One of the desired features is lazy loading, which I cant get to work correctly in Embree stream traversal mode. What I noticed during my debugging process is that the stream traverser seems to return slightly different results every time (when running the same executable multiple times in single threaded mode). I was able to confirm this problem by copying the rays, executing rtcIntersect() in a for loop and comparing the results (in our renderer). The problem seems to be easily reproducible by modifying the stream viewer tutorial. I replaced the following code (around line 160 of viewer_stream_device.cpp):  I also attached the modified file for your convenience: [viewer_stream.tar.gz](https://github.com/embree/embree/files/1264507/viewer_stream.tar.gz) When you start looking and moving around, the viewer will start to output ""rtcIntersect1M did not return the same values as rtcIntersect"" indicating that the stream traverser returned something different than the single ray traverser. Replacing the for loop by another call to rtcIntersect1M actually has the same problem, which shows that multiple calls to rtcIntersect1M on a copy of the data will return different results. Mathijs",Can you provide some code snippets that can show the problem?,Do you know how reproduce the issue? We didn't have this crash in our app so far.,"Do you know if there is a way to stream it without having to decode the file on the sender's side, or to send it in a compressed form?",Could you create a PR ?,how were you instantiating your websocket and what environment were you in?,did you created it before or something?,Maybe the multiple-block handling loop in GZipInputStream.Read could check stream.CanRead before trying to read a second block?,Would you be able to re-open the issue on that repo? (https://github.com/videojs/videojs-contrib-hls) Thanks.,What would you want the interface to look like?,"Could you do the comparison between ""rays"" and ""raysCopy"" when they are both initialized independently? Thanks.","Could you do the comparison between ""rays"" and ""raysCopy"" when they are both initialized independently? Thanks."
calabash_calabash-android_issues_274,"end of file reached (EOFError)
using `0.4.6`, this is what I get on every scenario, causing every scenario to fail. ",Did you try adding an 'error' handler for file in the 'file' event handler?,"However, what exactly do you mean with ""it will fail the entire application""? This simple example works without an issue: http://plnkr.co/edit/FXOQCsD8HI2F3TgpUNnf?p=preview",how should I handle this scenario.?,Could you try with serenity-core 1.1.41 and serenity-cucumber 1.1.10?,Which is the key?,Can you please provide a sample application that reproduces the error?,"Can you try that, please?",Could you provide a sample app and test suite?,can you post the full traceback?,"Could you check please, or provide some code?",Could you provide a sample app and test suite?
netdata_netdata_issues_3683,"hddtemp module fails: received data doesn't have needed records
The hddtemp module (default config) does not seem to be able to get data from the netdata daemon on my system:  Running netdata 1.10.0 under ArchLinux","Can you try adding the following line to your /etc/init.d/netdata after ""DEFAULTSFILE=/etc/default/$NAME"" around line 36?  I'll update the package soon.",Could you try again? Thanks!,Can you verify it is not already running?,"How about writing a plugin for that? Just collect (e.g. ssh, listen on port for incoming) and parse the data and create shapes which presents it.",How should this work? Zero values for disks in sleep state? @adrfantini @Ferroin,What messages do you have in the `error.log` for the `apps.plugin` before it dies?,Does it also happen when multi-threaded?,did you solve it?,Can you try the 1.15.0 pre-release from pypi?,"Can you give us the output of `ps -Lewwo ""pid,tid,ppid,user,comm,wchan:20,args""`?",How should this work? Zero values for disks in sleep state? @adrfantini @Ferroin
ornicar_lila_issues_6569,"The forum is well designed, but poorly featured and I think it needs an overhaul
There is so much open source forum software like Flarum. Why not integrate it into Lichess? https://github.com/flarum https://github.com/discourse",How can I reproduce it? What's your browser name and version?,What's your use case for mixing files and strings in the same array?,What particular features are you missing?,Which track does it play?,Does DokuWiki support moving the plugin directory? Is it realistic to support this feature? or will it be broken next at other parts of the plugin as well?,Why can't you use a simple `include()` to load all the separate files in your `routes.php`?,How about only img-ifying things that are alone on a line? I think that might make sense in general.,Do you mind submitting a PR ? If needed I can point to you to where the code is.,What class are you trying to create?,Did you check your CSS to see if it's accidentally causing something?,What particular features are you missing?
libretro_RetroArch_issues_8158,"[Feature request] PipeWire driver
See https://github.com/PipeWire/pipewire",What's the app version? Do you have any commands in Command dialog (F6 shortcut)?,Does it enable things that can't be achieved with flat API?,how were you instantiating your websocket and what environment were you in?,Did my explanation of Refine make sense? And is that something you'd be able to use to solve this?,What is telling you that it is an npc?,could you maybe provide some screenshots? i have no idea what exactly you are saying to make this bug heapen,Can you put this on plunker (http://plnkr.co/edit/tpl:BrUl7z1vvZBGWBfSGS8D?p=preview) so we have a repro case?,What BC version?,Does this only happen when using the wire?,Can you provide more info? I'm not sure I see how this would be useful from just reading their documentation.,Can you provide more info? I'm not sure I see how this would be useful from just reading their documentation.
opnsense_core_issues_657,"Bug: Menu-Style problem on iPad Mini 4
Look on the screenshot, the menu is not show complete on a iPad Mini 4. ![opnsense_ipad_mini4](https://cloud.githubusercontent.com/assets/11537653/12277457/a0a20398-b97b-11e5-93b6-5d96302e7276.png)","Can someone with an android device confirm? It's using the html entity: `&#9776;` instead of a glyphicon, which is my best guess for the problem.",Did this happen only upon installing the 6.0 release?,Can you reproduce this on a second computer? Any idea what you changed or what got changed?,Do you think it's specific to the Mini or also with the non-mini?,Can you provide a short sample video so we can test with it?,Would be OK for me... @Anuskuss ?,"Do you have preferences on keeping the non-HTML bounds style, where (for now) the height is always the same, regardless of the text?",Can you either turn on device logging (setting the `showIOSLog` cap to `true`) or look in the device logs at the time of the test run?,did you test without grappelli? because that js comes with django.,"Does it go away if you refresh, or is it a permanent thing?",Do you think it's specific to the Mini or also with the non-mini?
jorgenschaefer_elpy_issues_1284,"jupyter inferior process fails
elpy docs suggest jupyter is preferred interactive shell, but I cannot get it to work on Ubuntu. Have you seen this: ",Can you shed any more light on how your environment came to be configured in this way?,"What version of Jupyter are you using ? (you can type `jupyter --version` in a shell). Eventually, what happen if you start Jupyter from the shell (`jupyter console`) ?",What's the error? What did you do to cause it? Why are you filing it here instead of jupyter? Which version of jupyter? Have you tried upgrading it?,What's the output of `M-x elpy-config`?,"How did you install it? Could you also do `python -c ""import nipype; nipype.__version__""`?",What versions are you using? You can find out with ,Do you want to give it a shot in a PR ?,Could that be the problem? May I ask why you are using WinPython as the RPC process?,Can you check that your `notebook` and `nbformat` packages are up to date?,Did you set the SCILAB_EXECUTABLE? I have export SCILAB_EXECUTABLE=~/scilab-6.0.2/bin/scilab-cli in my ~/.bashrc.,"What version of Jupyter are you using ? (you can type `jupyter --version` in a shell). Eventually, what happen if you start Jupyter from the shell (`jupyter console`) ?"
substack_node-optimist_issues_13,"Argument parsing too aggressive
My Node.js app needs to get the raw strings from the command line arguments, not the automatically parsed forms. Example: node ios7crypt.js -d 050609012a4957 works fine, because the option is a hexadecimal. But node ios7crypt.js -d 050609012 crashes, because Optimist thinks the option should be automatically parsed as an integer. Automatically parsing options seems like a helpful thing to do for Node.js programmers, but it actually creates more work, since we need to validate after Optimist does its thing. https://github.com/mcandre/node-ios7crypt",Do you have a repro-case I can use to debug this? I tested source maps quite a lot of time in Sentry using Node and it worked just fine.,Can you paste the crash report on OS X which can be found at `Console.app`?,do you have ios-webkit-debug-proxy running on port 27753?,How about prefixing those hex quantities with a 0x? I've found automatic numeric coercion to be quite handy for network ports in practice.,what happens if you just run deviceconsole on its own?,Can you post the relevant node-imap code you're using?,"Where did `page-***.hbs` come from, what were you trying to accomplish?",Can you provide more of the logs? Preferably _all_ of them?,"Maybe, it does not like the fact that host name is localhost? Try to replace it with real host IP address .",How application crash is related to Appium?,How about prefixing those hex quantities with a 0x? I've found automatic numeric coercion to be quite handy for network ports in practice.
gbif_gbif-doi_issues_3,"mint DOIs for pre-Feb 2015 downloads
from @dnoesgaard in https://github.com/gbif/portal-feedback/issues/696 **We should be able to somehow mint DOIs for pre-Feb 2015 downloads**",What do you use reparenting for today?,"Why not use a modern version, such as node v6.x or v7.x?",Can you elaborate on why though please? Do we have real cases where people would update their citations?,Can you check that https://github.com/nodejs/node/issues/13427 does what you want it to do?,"Should this be a list of URLs, or do they need labels such as ""fulltext"", ""abstract"", or user-defined?",Does that work for you?,Does replacing `saucy` with `xenial` in the instructions work for you? ,"Can you please send me a sample font and short test string (or strings), so I can add to the test suite?",Did you try talking more loudly into your joystick? heh. I'll check it out.,"Can you run a vanilla WebDriverJS test, like the one at https://code.google.com/p/selenium/wiki/WebDriverJs?",Can you elaborate on why though please? Do we have real cases where people would update their citations?
netdata_netdata_issues_535,"Badges displaying incorrectly
I tried to get badges from my my netdata setup and used one the provided examples from the wiki http://192.168.0.111:19999/api/v1/badge.svg?chart=system.cpu& it turned out like this: ![image](https://cloud.githubusercontent.com/assets/8680108/15982997/2f4ef07a-2f5f-11e6-8143-ceea000def8a.png) The CPU usage was correct but the formatting of the badge was not correct. After inspecting the badge I saw the width and values were very large. ![image](https://cloud.githubusercontent.com/assets/8680108/15982977/5d0f2b66-2f5e-11e6-93a9-ff017d8ac806.png) Is this a configuration issue on my part or something else? This is setup on centos 7.2 and running the newest version of netdata(as of Jun 10th) Thanks.",Can you try the `earcut-final` branch to confirm? Similar recent bug report #2300,Could you please check it?,Can you try if those work?,Can you paste the log entries in `/var/log/netdata/error.log` around one of those time periods?,Can you include _all_ of the information we ask for in our [issue template](https://github.com/dokku/dokku/blob/master/ISSUE_TEMPLATE.md)? It is helpful for debugging problems. Thanks.,What is the CRC of the BIOS roms you're using?,Could the problem be that the URL parameter isn't encoded correctly? You could use this form: https://www.urlencoder.org/,Did your problem start more recently than that?,What os/browser are you using? Are you zoomed at all?,Can you provide a minimal app that can reproduce this problem?,Could you please check it?
IntellectualSites_PlotSquared_issues_2717,"Error with road schematics (Generator maybe)
<!--- READ THIS BEFORE SUBMITTING AN ISSUE REPORT!!! --> <!--- ##### DO NOT REMOVE THIS TEMPLATE! YOUR ISSUE *WILL* FIT IN IT! ##### --> # Bug Report Template: <!--- Incomplete reports will most likely be marked as invalid, and closed, with few exceptions.--> ## Required Information section: ### Server config info (/plot debugpaste / file paste links): <!--- Issue /plot debugpaste in game or in your console and copy the supplied URL here --> <!--- If you cannot perform the above, we require logs/latest.log; settings.yml; worlds.yml and possibly PlotSquared.use_THIS.yml --> <!--- If you are unwilling to supply the information we need, we reserve the right to not assist you. Redact IP addresses if you need to. --> ### Server type: **Select one** <!-- Select the type you are reporting the issue for (put an ""X"" between of brackets): --> - [ ] Spigot / Paper *(CraftBukkit should not be used, re-test with Spigot first!)* - [ ] Sponge *- NOTE: NOT ACTIVELY MAINTAINED* - [X] NukkitX *- NOTE: NOT ACTIVELY MAINTAINED* ### Minecraft Version: **Select one** <!-- Select the type you are reporting the issue for (put an ""X"" between of brackets): The maintained versions are 1.14.4 and 1.15.x --> - [ ] Minecraft 1.15.2 - [ ] Minecraft 1.14.4 - [ ] Minecraft 1.13.2 - [ ] Minecraft Java Edition *other versions, please specify*: - [X] Minecraft Bedrock Edition *1.14*: ### Server build info: <!--- Run /version in-game or in console & paste the full output here: -->  ### WorldEdit/FAWE versions: <!--- Specify which plugin you are using, and add its version. Either use /fawe version or /we version --> - [X] FAWE version: FAWE 19.3.29-d13b946-1257 - [ ] WorldEdit version: ### Description of the problem: <!--- Be as specific as possible. Don't lie, redact information, or use false names/situations. --> <!--- Who, What, When, Where, Why, How, Expected behavior, Resultant behavior, etc --> When editing the road-schematic, the generator isn't working correctly. This only happens on new created chunks: ![2020-03-21_18h09_41](https://user-images.githubusercontent.com/44708000/77232239-1afdc700-6ba0-11ea-86c5-43f040d7e748.png) ### How to replicate: <!--- If you can reproduce the issue please tell us as detailed as possible step by step how to do that --> Create a road-schematic using /p create roadschematic and then regen all roads using in the console /p regenallroads. Wait for finish it, restart the server, join it, fly to load new chunks, restart the server again and then this happens, if new chunks are generated. ### Other plugins being used on the server: <!--- Optional but recommended - issue ""/plugins"" in-game or in console and copy/paste the list --> Plugins (31): LoveDiguise v1, FastAsyncWorldEdit v19.03.29-d13b946-1257-22.0.14, EssentialsNK v2.0, ScoreboardPlugin v1.0, SimpleScoreboards v3.1, MaxEnchants v1.1-SNAPSHOT, PlotSquaredPlusListener v1.0.0, DisableMovementCheck v1.0.0, KotlinLib v1.1, PlaceholderAPI v1.3.1, SimpleAnnouncer v0.5, NPC v2.2.4, EconomySystem v1.2, CloudNet-Bridge v1.0, PocketVote v2.0.1-bDEV, Plan v5.0 build 415, ZChat v1.0.16-Beta, MobPlugin v1.11.1.2, CustomHeads v1.0, PmChair v2.0.1, DbLib v0.2.4, MultiWorld v1.0, FDevTools v{pom.version}, Holograms v3.1.3, P2Fix v1.0.0, LuckPerms v4.4.19, PlugMan v1.0, AutoLagClear v1, PlotSquared v19.09.07-f27e556-781, AdvancedCraftCore v0.3, Residence v1.2 # AFFIRMATION OF COMPLETION: <!-- Make sure you have completed the following steps (put an ""X"" between of brackets): --> - [X] I included all information required in the sections above - [X] I made sure there are no duplicates of this report [(Use Search)] (https://github.com/IntellectualSites/PlotSquared/issues?utf8=%E2%9C%93&q=is%3Aissue) - [X] I made sure I am using an up-to-date version of PlotSquared - [X] I made sure the bug/error is not caused by any other plugin - [ ] I didn't read but checked everything above.",Do you have a reproduction?,Do you use /plot chat on and /plot chat off?,Does the latest build help?,"Would like you try the latest stabile version of PlotSquared? https://www.spigotmc.org/resources/plotsquared.1177/updates <blockquote><div><strong><a href=""https://www.spigotmc.org/resources/plotsquared.1177/updates"">Just a moment...</a></strong></div></blockquote>","Could you try /ps createroadschematic again and/or sending your road schematic(s)? Could you also confirm which road (north, east, south or west?).","What server software are you running? Bukkit, Spigot, Sponge?",What WorldGuard version do you use (as exact as possible)?,Could you try with the latest version: https://www.elastic.co/downloads/kibana and https://www.elastic.co/downloads/x-pack?,Did this happened more than once?,What happens if you use P2's built-in multi world function for your plot worlds and mvc for non-plot worlds?,"Would like you try the latest stabile version of PlotSquared? https://www.spigotmc.org/resources/plotsquared.1177/updates <blockquote><div><strong><a href=""https://www.spigotmc.org/resources/plotsquared.1177/updates"">Just a moment...</a></strong></div></blockquote>"
timruffles_mobile-drag-drop_issues_106,"[2.x] ""dragover"" event on document not smooth
I am positioning a custom helper element during the ""dragover"" events on my document. On iOS/Android, where the polyfill is used, it is not as smooth as it would be with a ""pointerover"" event. But I can't use ""pointerover"", because HTML5 Drag/drop-browsers do not dispatch that event during dragging. Can the polyfill dispatch ""dragover"" events faster (smoother) on tablets?",What you expected to happen instead Requesting a new rule? Please see [Proposing a New Rule](http://eslint.org/docs/developer-guide/contributing/new-rules) for instructions.,What about removing this logic? Per https://github.com/mui-org/material-ui/blob/d30e5ae648d7b499161f4dd31da8c846d99a990e/packages/material-ui/src/Modal/Modal.js#L186-L191,Can you explain a bit how jsdom fails in this area? I'm not familiar with all its foibles...,Do you experience any negative side effects on performance with low `iterationInterval` values while dragging?,Can you supply an example document where a particular browser does not render the page correctly without the full/traditional mime-type meta tag? (either over HTTP or by loading a file),"Will you tell me a bit more about how the screen changes, please? Is it using CSS transitions? Are you using any frameworks?",Will that help?,Did you find out more in the meantime?,Did you have checked [this issue](https://github.com/kenwheeler/slick/issues/74)? It seems already to be fixed. Hope it helps!,How do you suggest we fix this issue?,Do you experience any negative side effects on performance with low `iterationInterval` values while dragging?
mperham_sidekiq_issues_4085,"Redis version exception
Rails `5.2.2` Ruby: `2.5.1` Sidekiq: `5.2.2` Starting from sidekiq version `5.2.2` I'm receiving error when running `bundle exec sidekiq`:  Sidekiq versions prior to `5.2.2` works fine.",How are these jobs enqueued?,Can you reproduce with rack 1.6?,How are you installing MRI 2.3? I've seen lots of crashes due to a bad RVM install. Try using ruby-install or ruby-build or build manually.,Can you reproduce it with a simple script?,What is the actual error?,What does -v output?,Could that be related maybe?,Could you show me the output of `redis-cli info`?,Maybe TTIN will help? https://github.com/mperham/sidekiq/wiki/Signals#ttin,Should it be stated in Changelog https://github.com/mperham/sidekiq/blob/master/Changes.md#522 that gem version update to 5.2.2 requires Redis v2.8.0 or greater?,Should it be stated in Changelog https://github.com/mperham/sidekiq/blob/master/Changes.md#522 that gem version update to 5.2.2 requires Redis v2.8.0 or greater?
istitov_stuff_issues_75,"media-sound/deadbeef-0.7.0 @ x86_64
Oy. First of all: Love your repo. Second: /tmp/portage/media-sound/deadbeef-0.7.0/temp/build.log says:  What happened? :) Greetings.","Can you try starting it with `rethinkdb -d /tmp/rethinkdb_data`? `rethinkdb` should then create a new subdirectory and initialize that as a data directory, creating the mentioned `metadata` file.",Can you test the new version of this plugin ?,What would be an alternative behavior that wouldn't upset some party or another?,Which example?,Do you have Manifest file in `media-sound/deadbeef` in repo? It should be located somewhere like `/var/lib/layman/stuff/media-sound/deadbeef/Manifest` Could you `cat` it here?,Can you try compiling experimental version?,Did you add libssl.a to your project?,Could you try using gist.github.com to show us an example of the faulty embed?,What are the changes in the spec and implementation?,"What is the ""bitrate""? This is not clear in my opinion.",Do you have Manifest file in `media-sound/deadbeef` in repo? It should be located somewhere like `/var/lib/layman/stuff/media-sound/deadbeef/Manifest` Could you `cat` it here?
symfony_symfony_issues_4059,"[Bug][Translator] Throws an exception in the first access after clearing cache
Good afternoon, Every time I clear the cache and refresh the page the first time, I get the following exception:  1. Clear the cache 2. Refresh the page **I only refresh the page again and it works normally.** I'm using the current version of Symfony and OSX Lion.",Do you have any SymLinks pointing to the Resource that is coming up blank? Is that Resource also being used as the error_page or unauthorized_page?,Can you give an bigger stacktrace ? Seems you have an permissions error here.,Could you build a very simple test case based on a new 2.0.12 so that I can investigate ?,What does this mean?,Does it happen on Chrome too?,Can you show your Doctrine related config for all environments?,Can you elaborate on what cache you're running into? Are those modules performing some kind of cache?,Can you provide access to a test machine that has HHVM installed?,why it doesn't work in IE?,Can you create a small reproducer repository that we could just clone to reproduce it?,Could you build a very simple test case based on a new 2.0.12 so that I can investigate ?
splitbrain_dokuwiki_issues_3015,"Can't save contents
I input the following text into DokuWiki ,but can't save or preview it:  I have test lots of times. If the last six lines are delete, all will be ok, however, when the last six lines,(i.e from system to fvSolution) be added,I can't save or preview the contents. The page will be a blank page . I use the 2018 Greebo edition of DokuWiki-portable in windows 10, offline.",Could you please [check for errors in your browsers console](https://kb.yoast.com/kb/how-to-find-javascript-errors-with-your-browsers-console/)? That could help us in getting a better understanding of this issue.,could you please provide an example?,"Could you provide a link of it, since this is definitely a third-party suite?",Could you please specify the exact version of Dokuwiki and of the plugin you are using?,Can you try moving your templates into the `icons/` directory and setting `input: icons/` (string instead of a hash)?,Does this happen in all browsers? Is the 100% cpu on the server or the client side?,Could you share your fork at Github? It would be nice to have a look at your solution direction. Do you have already examples of plugins which are affected?,what subheading? there can't be no heading or anyting else in SVG... even when there's no text in it...,Could you please test it again under recently released 0.5.9? We fixed several issues about dom editing.,Does DokuWiki support moving the plugin directory? Is it realistic to support this feature? or will it be broken next at other parts of the plugin as well?,"Could you provide a link of it, since this is definitely a third-party suite?"
ytdl-org_youtube-dl_issues_4310,"using metadata (author) in output file name
Sorry if this is a duplicate, I tried to find a similar issue, but I could find any. I like to store my music in the format of `author - title.mp3`. The best approach I got is using `--output ""%(uploader)s - %(title)s.%(ext)s""`, however the uploader (username) isn't always the author (actual name) of a song. When I use `--add-metadata` (on SoundCloud) the author is correct (not the uploader) in the ID3 tags added to the file. Is there a way to achieve this, or could it be added?",Could you paste the video link so that I or others can examine the situation in more details?,Can you post the real link?,"Could you post the url you are trying with and the output of `youtube-dl --verbose THE_URL --output ""%(uploader)s - %(title)s.%(ext)s""`?",Could you try the latest development build?,What do you think about this solution ? Regards,Could you try to clarify? Specific example might help.,How about POST requests return the JSON representation _with_ the uri of the resource itself? Best of both worlds?,"Could we also externalize the text strings so it can be translated ? To me, it will help epubs to look prettier :)",Could you maybe put somewhere on github a minimal Rails app (with upload form and browse views) with this bug in isolation?,Could you see if it's the same? Perhaps copy the line I committed and see if that fixes your install,"Could you post the url you are trying with and the output of `youtube-dl --verbose THE_URL --output ""%(uploader)s - %(title)s.%(ext)s""`?"
pymc-devs_pymc3_issues_2146,"Best way to use a precalculated prior defined as a PMF on a lattice
Hi! I have a prior distribution for one of my continuous variables in a form of an an array containing probability mass function for intervals on a discretized lattice. For example, it might be a precalculated kernel density estimation or a pre-calculated mixture of large number of components. It doesn't matter where the distribution came from, the main idea is that it is ""smooth enough"" and that the lattice step size can be as small as necessary. There is a need to use this prior in a PyMC3 model. What would be the best way to accomplish it? My plan is to use `DensityDist` with a custom Theano operation that * calculates probability density at each point using values from the lattice array; * calculates gradient using finite differentiation on the lattice. Is it a feasible approach? How sensitive NUTS sampler is to possible gradient discontinuities? If it is, could it be mitigated by adding something like spline interpolation? Also are you interesting in adding such distribution to PyMC3?","Can you please provide a minimum self-contained example, either including the data or with synthetic data that allows us to reproduce your issue?","Do you have a strong argument for using the two model frames? Kindly, Mark.","Does cython work for your case? We absolutely need _some_ speed-up over pure numpy for many operations. Best wishes, James.",Could you record a rosbag of the map and move base goal topics that demonstrate this problem? Thanks!,Do you have a counterexample?,Can you please assign this task to me?,Does CPU kernel give same result? Can you give a full reproduce script that runs without any error?,Couldn't you get a continuous differentiable logp by using splines or maybe a gaussian kde?,Can you confirm which backend you are using for plotting? Can you display a generic Matplotlib plot for instance?,Do you want to do a PR with a fix and regression test?,Couldn't you get a continuous differentiable logp by using splines or maybe a gaussian kde?
angular_angular_issues_18007,"aio: App header rendered incorrectly on iPad
![image](https://user-images.githubusercontent.com/24988081/27983032-edc87044-63bb-11e7-8952-521fe9a258bc.png) The title ""Angular"" overlaps the navigation menu. iPad 3 Retina display iOS 9.3.5 Google Chrome v59",did you test without grappelli? because that js comes with django.,Can you try connecting from Firefox/Chrome to FreeBSD or Windows XP?,what events the pencil fires?,"Does it go away if you refresh, or is it a permanent thing?","Which library are you using, and does it work on iPads? If not, try to open an issue there...",Can you reproduce this on a second computer? Any idea what you changed or what got changed?,Can you provide a short sample video so we can test with it?,Did you read https://appium.io/docs/en/writing-running-appium/ios/ios-tvos/ ? platformName should be tvOS.,Can you visit this link with the devices that are failing and paste the link back in this issue? http://user-agent.herokuapp.com/,Do you think it's specific to the Mini or also with the non-mini?,"Does it go away if you refresh, or is it a permanent thing?"
rpm-software-management_tito_issues_158,"running `tito init` in a repo that already contains metadata still says ""creating metadata""
When running `tito init` in a repo that already contains tito metadata, the output says ""Creating tito metadata in: /path/to/dir/rel-eng"". Perhaps something like:  or something along those lines would be helpful.",Could you clarify why it might make it harder to track down?,What do you think?,Can you confirm if this is the case?,How about we do what git init does? ,What Flyway version are you using? Which client are you using? What database are you using?,"What do you mean by ""providers""? The `SPM-METADATA` file is based on `yum`'s `METADATA` file, though obviously the format is different. How does artifactory serve `yum` `METADATA` files?","Could you not create the link during some installation step, using a platform-appropriate mechanism?",What OS are you on?,Can you check if one of these settings is the key difference between your namespaced and non-namespaced org that would explain the behaviour?,What version of magit are you using? Are you by any change also using git-commit-mode from git-modes?,How about we do what git init does? 
thoughtbot_shoulda-matchers_issues_874,"shoulda matchers do not play nicely with normalized values / setters
Model:  Is there a way to tell a shoulda_matchers that the attribute is in some way normalized so it doesn't raise these notifications?",Can you create a simple test case so I can get a better look at what you're trying to do?,What's the problem?,What's your `:user` factory look like?,Does this mean we should rename some functions here?,What does your model look like?,Would you be willing to point to master in your app's Gemfile and see if that fixes the tests that were failing?,Can you give me a scenario that produces this bug?,Can you temporarily switch to the `fix-presence-with-custom-serializer` branch in your Gemfile and see if that makes your test pass?,Can you update your test to match what you're setting and see if it passes?,Could you create self executable gist? https://github.com/rails/rails/blob/master/guides/bug_report_templates/active_record_master.rb,Would you be willing to point to master in your app's Gemfile and see if that fixes the tests that were failing?
